entity_id,rut,legal_name,universe_status,universe_confidence,direct_confirmed,direct_sources,activity_codes,activity_names,max_activity_signal,activity_universe_scope,fatf_r8_screening,start_date,end_date,current_tax_status,first_company_year,last_company_year,company_year_count,years_present,company_presence_2020,company_presence_2021,company_presence_2022,company_presence_2023,company_presence_2024,latest_sales_band,latest_workers,latest_region,latest_main_activity,latest_taxpayer_type,latest_taxpayer_subtype,evidence_sources,evidence_source_count,generated_at,commercial_form_signal,osfl_name_evidence,universe_in_scope,universe_status_refined,exclusion_reason
ENT-RUT-70861700-8,70861700-8,ASOC GREMIAL CAMARA DE COMERCIO DE COYHA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,4,,XI REGION AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-70715300-8,70715300-8,ASOC GREMIAL DE LA CAMARA DE COMERCIO DE LA SERENA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,3,,IV REGION COQUIMBO,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-50741230-0,50741230-0,ASOCIACION CHILE DISENO ASOCIACION GREMIAL,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,4,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65182114-2,65182114-2,ASOCIACION CHILENA DE DERMATOLOGIA VETERINARIA ASOCIACION GREMIAL,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2021,2024,3.0,2021|2022|2024,False,True,True,False,True,2,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65021079-4,65021079-4,ASOCIACION CHILENA DE ENERGIA GEOTERMICA A.G.,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,1,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65092621-8,65092621-8,ASOCIACION CHILENA DE HISTORIA ECONOMICA ACHHE,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65042866-8,65042866-8,ASOCIACION CHILENA DE LABORATORIO DE ENSAYO A.G.,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65199059-9,65199059-9,ASOCIACION CHILENA DE PLATAFORMAS DE MOVILIDAD A.G,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2022,2024,3.0,2022|2023|2024,False,False,True,True,True,1,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65146512-5,65146512-5,"ASOCIACION CHILENA DE PROPIETARIOS, OPERADORES Y CONCESIONARIOS DE ESTACIONAMIEN",CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2022,3.0,2020|2021|2022,True,True,True,False,False,1,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65178263-5,65178263-5,ASOCIACION CHILENA DE RADIOLOGIA E IMAGENOLOGIA VETERINARIA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,4.0,2020|2021|2023|2024,True,True,False,True,True,1,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65210051-1,65210051-1,ASOCIACION CHILENA DE TECNOLOGIAS PARA LA SOSTENIBILIDAD Y EL CAMBIO CLIMATICO A,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2022,2024,3.0,2022|2023|2024,False,False,True,True,True,4,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65121068-2,65121068-2,ASOCIACION CHILENA PARA EL FOMENTO DE LA ECONOMIA DEL BIEN COMUN EBC CHILE,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2022,2024,3.0,2022|2023|2024,False,False,True,True,True,1,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65125344-6,65125344-6,ASOCIACION DE ABOGADOS DEFENSORES DE DEUDORES A.G.,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65068112-6,65068112-6,ASOCIACION DE CHEFS NORTECHILECHEF-TARAPACA GASTRONOMICO ASOCIACION GREMIAL NCC,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65079616-0,65079616-0,ASOCIACION DE CONCESIONARIOS DE TRANSPORTE URBANO DE SUPERFICIE A.G.,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65089636-K,65089636-K,ASOCIACION DE CONSUMIDORES NUEVA PUCON NVA. ACOPUCON,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,3.0,2020|2023|2024,True,False,False,True,True,1,,IX REGION DE LA ARAUCANIA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65098155-3,65098155-3,ASOCIACION DE DUENOS DE CAMIONES DE ACONCAGUA A.G.,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65098151-0,65098151-0,ASOCIACION DE DUENOS DE CAMIONES DE ACONCAGUA AG,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100|941200,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES|ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-73456700-0,73456700-0,ASOCIACION DE FUNCIONARIOS PROFESIONALES DE LA SALUD DEL HOSPITAL DE SAN FERNAND,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-75956680-7,75956680-7,ASOCIACION DE FUNCIONARIOS PROFESIONALES Y TECNICOS DE LA ILUSTRE MUNICIPALIDAD,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,1,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65205929-5,65205929-5,ASOCIACION DE INGENIEROS EN ENERGIA CAPITULO CHILE,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2022,2024,3.0,2022|2023|2024,False,False,True,True,True,3,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-72328200-4,72328200-4,ASOCIACION DE MARKETING DIGITAL Y DATA DE CHILE A.G.,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,6,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65250415-9,65250415-9,ASOCIACION DE MEDICOS VETERINARIOS DE FAUNA SILVESTRE,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65124097-2,65124097-2,"ASOCIACION DE MUJERES EMPRENDEDORAS DE LAS AMERICAS,WE AMERICAS",CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100|941200,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES|ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65023044-2,65023044-2,ASOCIACION DE MUJERES EMPRESARIAS Y ACTIVIDADES CONEXAS DE MAGALLANES A.G.,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2024,2024,1.0,2024,False,False,False,False,True,2,,XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65161876-2,65161876-2,ASOCIACION DE PROFESIONALES EN GESTION DE PROYECTOS DEL NORTE DE CHILE,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,2,,II REGION DE ANTOFAGASTA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65241557-1,65241557-1,ASOCIACION DE PROFESIONALES EN PROTECCION DE DATOS PERSONALES AG,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-70690400-K,70690400-K,ASOCIACION DE PROFESIONALES SECCION IEEE CHILE CENTRO,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2021,2024,4.0,2021|2022|2023|2024,False,True,True,True,True,2,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65879480-9,65879480-9,ASOCIACION DE PROFESIONALES Y TECNICOS DE LA ILUSTRE MUNICIPALIDAD DE EL BOSQUE,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65095427-0,65095427-0,ASOCIACION DEFENSORIA AMBIENTAL,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,5,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65176064-K,65176064-K,ASOCIACION EDUCACIONAL ELUN EDUCA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2023,4.0,2020|2021|2022|2023,True,True,True,True,False,2,,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65210352-9,65210352-9,ASOCIACION EX UMBRA IN SOLEM DE EX ESTUDIANTES DEL DEPARTAMENTO DE ELECTRONICA D,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65129689-7,65129689-7,ASOCIACION FONDO SOLIDARIO DIRECCIÓN REGIONAL METROPOLITANA SANTIAGO SUR,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65116478-8,65116478-8,ASOCIACION GREMIAL ARTESANOS CREADORES DEL BIO BIO,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
ENT-RUT-65146007-7,65146007-7,"ASOCIACION GREMIAL CAMARA DE PRODUCCION, COMERCIO Y TURISMO DE SAN PEDRO DE LA P",CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,4,,VIII REGION DEL BIO BIO,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-31T17:40:10.948147+00:00,False,True,True,CORE_MEDIUM_ACTIVITY_PLUS_NAME,
