entity_id,rut,legal_name,universe_status,universe_confidence,direct_confirmed,direct_sources,activity_codes,activity_names,max_activity_signal,activity_universe_scope,fatf_r8_screening,start_date,end_date,current_tax_status,first_company_year,last_company_year,company_year_count,years_present,company_presence_2020,company_presence_2021,company_presence_2022,company_presence_2023,company_presence_2024,latest_sales_band,latest_workers,latest_region,latest_main_activity,latest_taxpayer_type,latest_taxpayer_subtype,evidence_sources,evidence_source_count,generated_at,commercial_form_signal,osfl_name_evidence,universe_in_scope,universe_status_refined,exclusion_reason
ENT-RUT-78466323-K,78466323-K,4P DESDE 1974 SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76888778-0,76888778-0,4SOLUTIONS SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,6,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76767551-8,76767551-8,A  ALCUBO SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,3,,XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76495689-3,76495689-3,A & C CONSTRUCTORA ASESORIAS Y SERVICIOS SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-77498214-0,77498214-0,"A & L, ASESORIA LEGAL S.P.A.",CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2022,2024,3.0,2022|2023|2024,False,False,True,True,True,1,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76268123-4,76268123-4,A & P ASESORIAS SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,1,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76645423-2,76645423-2,A&A SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100|941200,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES|ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,5,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76828225-0,76828225-0,A&D CHILE CONSULTORES LIMITADA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-77666505-3,77666505-3,A&F SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76887153-1,76887153-1,A&G INGENIERÍA SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,3,,XI REGION AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76718347-K,76718347-K,A&S CAPACITACIONES SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100|941200,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES|ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-78169909-8,78169909-8,A-ROW CONSULTING GROUP SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76872023-1,76872023-1,A.C.G. AUDITORES CONSULTORES CHILE SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,1,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-77290856-3,77290856-3,A.I. SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2021,2024,4.0,2021|2022|2023|2024,False,True,True,True,True,1,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76990774-2,76990774-2,A1 INGENIERIA Y MONTAJE ELECTRICO SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2022,3.0,2020|2021|2022,True,True,True,False,False,1,,VII REGION DEL MAULE,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-78386929-2,78386929-2,AA DISEÑO Y PROYECTOS SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-77203109-2,77203109-2,AA&C ADVISORY SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,6,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76525197-4,76525197-4,AAG ADMINISTRACIÓN SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2021,2024,4.0,2021|2022|2023|2024,False,True,True,True,True,4,,X REGION LOS LAGOS,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-77875950-0,77875950-0,ABASTECEDORA NAC DE EQUI INS Y SS TEC PARA LA IND DE LA MINERIA  S A,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2023,4.0,2020|2021|2022|2023,True,True,True,True,False,1,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,False,False,False,REVIEW_OUTSIDE_CORE,MEDIUM_ACTIVITY_WITHOUT_OSFL_NAME_EVIDENCE
ENT-RUT-77860808-1,77860808-1,ABC SERVICIOS INTEGRALES SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2023,2024,2.0,2023|2024,False,False,False,True,True,2,,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76569266-0,76569266-0,ABCD ASESORÍAS E INVERSIONES SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100|941200,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES|ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-77453252-8,77453252-8,ABOASESORIAS SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2021,2024,4.0,2021|2022|2023|2024,False,True,True,True,True,2,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76554514-5,76554514-5,ABOCAR SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76694311-K,76694311-K,ABOGA CÍA SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2022,3.0,2020|2021|2022,True,True,True,False,False,2,,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-78441144-3,78441144-3,ABOGADO ANTONIO ARRIAZA GARCÍA E.I.R.L.,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-13T21:26:53.728733+00:00,False,False,False,REVIEW_OUTSIDE_CORE,MEDIUM_ACTIVITY_WITHOUT_OSFL_NAME_EVIDENCE
ENT-RUT-78407104-9,78407104-9,ABOGADO CRISTIAN FERNANDO ESCOBAR ESCOBAR E.I.R.L.,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-13T21:26:53.728733+00:00,False,False,False,REVIEW_OUTSIDE_CORE,MEDIUM_ACTIVITY_WITHOUT_OSFL_NAME_EVIDENCE
ENT-RUT-76827559-9,76827559-9,"ABOGADO EDUARDO MONTALVA, LIMITADA",CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,2,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-77339976-K,77339976-K,ABOGADO MARCELO RAFAEL GÁLVEZ TORRES E.I.R.L.,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2021,2024,4.0,2021|2022|2023|2024,False,True,True,True,True,1,,IV REGION COQUIMBO,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,False,False,False,REVIEW_OUTSIDE_CORE,MEDIUM_ACTIVITY_WITHOUT_OSFL_NAME_EVIDENCE
ENT-RUT-76516989-5,76516989-5,ABOGADO MIGUEL BRAJOVIC ESCALONA E.I.R.L EMPRESA INDIVIDUAL DE RESPONSABILIDAD L,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,,,,,,,,,,,,,,,,sii_activities_current|sii_names_current,2,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-77468209-0,77468209-0,ABOGADO Y ASESORÍAS SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2024,2024,1.0,2024,False,False,False,False,True,1,,XIII REGION METROPOLITANA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76441246-K,76441246-K,"ABOGADO, ASESORÍA  Y  TASACIONES  RODRIGO VÉJAR ZAMBRANO EMPRESA INDIVIDUAL DE R",CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2023,4.0,2020|2021|2022|2023,True,True,True,True,False,1,,VIII REGION DEL BIO BIO,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-77421199-3,77421199-3,ABOGADOS ACTIVA SPA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2021,2024,4.0,2021|2022|2023|2024,False,True,True,True,True,1,,XV REGION ARICA Y PARINACOTA,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
ENT-RUT-76927738-2,76927738-2,ABOGADOS AMBIENTALES ASOCIADOS SCAN CHILE LTDA,CANDIDATE_REVIEW_SII_ACTIVITY,REVIEW,False,,941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,MEDIUM,OSFL_REVIEW,NOT_DETERMINED,,,NO_TERMINATION_REPORTED,2020,2024,5.0,2020|2021|2022|2023|2024,True,True,True,True,True,3,,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,,,,sii_activities_current|sii_company_year|sii_names_current,3,2026-08-13T21:26:53.728733+00:00,True,False,False,REVIEW_OUTSIDE_CORE,COMMERCIAL_LEGAL_FORM_WITH_MEDIUM_ACTIVITY
