source_id,external_id,external_name,external_name_norm,registry_status,source_url,match_method,evidence_strength,rut,entity_id,error
donatarias_21440,1267,FUNDACION RE-CREA SONRISAS,FUNDACION RE CREA SONRISAS,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1267,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65259345-3,ENT-RUT-65259345-3,
donatarias_21440,1266,FUNDACIÓN PRIVADA DE BENEFICIENCIA BOMBA ANDES,FUNDACION PRIVADA DE BENEFICIENCIA BOMBA ANDES,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1266,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65112676-2,ENT-RUT-65112676-2,
donatarias_21440,1265,"FUNDACIÓN FOMENTO, INTERVENCIÓN Y TECNOLOGÍA PARA LA INCLUSIÓN",FUNDACION FOMENTO INTERVENCION Y TECNOLOGIA PARA LA INCLUSION,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1265,RUT_DIRECT,STRONG_LEGAL_REGISTRY,,,"ReadTimeout: HTTPSConnectionPool(host='donacionesley21440.gob.cl', port=443): Read timed out. (read timeout=3)"
donatarias_21440,1264,FUNDACION ESPECTRAL,FUNDACION ESPECTRAL,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1264,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65154706-7,ENT-RUT-65154706-7,
donatarias_21440,1263,FUNDACIÓN EDUCACIONAL SAN JUAN DEL CASTILLO,FUNDACION EDUCACIONAL SAN JUAN DEL CASTILLO,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1263,RUT_DIRECT,STRONG_LEGAL_REGISTRY,74557000-3,ENT-RUT-74557000-3,
donatarias_21440,1262,FUNDACIÓN DESDE EL BARRIO AL ESTADIO,FUNDACION DESDE EL BARRIO AL ESTADIO,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1262,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65257832-2,ENT-RUT-65257832-2,
donatarias_21440,1261,FUNDACION DE BUCEO ADAPTADO RESPIRA VIDA Y MAS,FUNDACION DE BUCEO ADAPTADO RESPIRA VIDA Y MAS,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1261,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65271937-6,ENT-RUT-65271937-6,
donatarias_21440,1260,FUNDACIÓN COLITAS FELICES,FUNDACION COLITAS FELICES,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1260,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65201288-4,ENT-RUT-65201288-4,
donatarias_21440,1259,CORPORACION SOCIAL Y EDUCACIONAL RENASCI,CORPORACION SOCIAL Y EDUCACIONAL RENASCI,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1259,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65079482-6,ENT-RUT-65079482-6,
donatarias_21440,1258,CORPORACIÓN PARA LA PRESERVACION Y REHABILITACIÓN DE LA FAUNA ANDINA,CORPORACION PARA LA PRESERVACION Y REHABILITACION DE LA FAUNA ANDINA,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1258,RUT_DIRECT,STRONG_LEGAL_REGISTRY,,,"ReadTimeout: HTTPSConnectionPool(host='donacionesley21440.gob.cl', port=443): Read timed out. (read timeout=3)"
donatarias_21440,1257,CORPORACIÓN MUNICIPAL DE CULTURA Y PATRIMONIO DE INDEPENDENCIA,CORPORACION MUNICIPAL DE CULTURA Y PATRIMONIO DE INDEPENDENCIA,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1257,RUT_DIRECT,STRONG_LEGAL_REGISTRY,,,"ReadTimeout: HTTPSConnectionPool(host='donacionesley21440.gob.cl', port=443): Read timed out. (read timeout=3)"
donatarias_21440,1256,CORPORACION CULTURAL LA TOMA,CORPORACION CULTURAL LA TOMA,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1256,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65122581-7,ENT-RUT-65122581-7,
donatarias_21440,1255,ASOCIACION CHILENA DE DERECHO INTERNACIONAL PRIVADO,ASOCIACION CHILENA DE DERECHO INTERNACIONAL PRIVADO,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1255,RUT_DIRECT,STRONG_LEGAL_REGISTRY,,,"ReadTimeout: HTTPSConnectionPool(host='donacionesley21440.gob.cl', port=443): Read timed out. (read timeout=3)"
donatarias_21440,1254,FUNDACION PARA LA EDUCACION Y SUSTENTABILIDAD ORIGAMI,FUNDACION PARA LA EDUCACION Y SUSTENTABILIDAD ORIGAMI,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1254,RUT_DIRECT,STRONG_LEGAL_REGISTRY,,,"ReadTimeout: HTTPSConnectionPool(host='donacionesley21440.gob.cl', port=443): Read timed out. (read timeout=3)"
donatarias_21440,1253,FUNDACION CAMBIA TU MENTE,FUNDACION CAMBIA TU MENTE,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1253,RUT_DIRECT,STRONG_LEGAL_REGISTRY,,,"ReadTimeout: HTTPSConnectionPool(host='donacionesley21440.gob.cl', port=443): Read timed out. (read timeout=3)"
donatarias_21440,1252,INSTITUTO DE INGENIEROS DE CHILE,INSTITUTO DE INGENIEROS DE CHILE,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1252,RUT_DIRECT,STRONG_LEGAL_REGISTRY,81838200-6,ENT-RUT-81838200-6,
donatarias_21440,1251,FUNDACIÓN SEMBRANDO VIDA,FUNDACION SEMBRANDO VIDA,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1251,RUT_DIRECT,STRONG_LEGAL_REGISTRY,,,"ReadTimeout: HTTPSConnectionPool(host='donacionesley21440.gob.cl', port=443): Read timed out. (read timeout=3)"
donatarias_21440,1250,FUNDACION RUGBYPARATODOS CHILE,FUNDACION RUGBYPARATODOS CHILE,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1250,RUT_DIRECT,STRONG_LEGAL_REGISTRY,,,"ReadTimeout: HTTPSConnectionPool(host='donacionesley21440.gob.cl', port=443): Read timed out. (read timeout=3)"
donatarias_21440,1249,FUNDACIÓN RECORRIDO SOLIDARIO,FUNDACION RECORRIDO SOLIDARIO,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1249,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65249736-5,ENT-RUT-65249736-5,
donatarias_21440,1248,FUNDACIÓN PARQUE DE ESTRELLAS,FUNDACION PARQUE DE ESTRELLAS,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1248,RUT_DIRECT,STRONG_LEGAL_REGISTRY,,,"ReadTimeout: HTTPSConnectionPool(host='donacionesley21440.gob.cl', port=443): Read timed out. (read timeout=3)"
donatarias_21440,1247,FUNDACIÓN PARA LAS ARTES Y EL DESARROLLO HUMANO,FUNDACION PARA LAS ARTES Y EL DESARROLLO HUMANO,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1247,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65227346-7,ENT-RUT-65227346-7,
donatarias_21440,1246,FUNDACION MUST,FUNDACION MUST,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1246,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65125232-6,ENT-RUT-65125232-6,
donatarias_21440,1245,FUNDACION MANOS QUE AYUDAN,FUNDACION MANOS QUE AYUDAN,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1245,RUT_DIRECT,STRONG_LEGAL_REGISTRY,,,"ReadTimeout: HTTPSConnectionPool(host='donacionesley21440.gob.cl', port=443): Read timed out. (read timeout=3)"
donatarias_21440,1244,FUNDACION LUCHADORES DE COLORES ONCOLOGIA  INFANTIL,FUNDACION LUCHADORES DE COLORES ONCOLOGIA INFANTIL,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1244,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65118321-9,ENT-RUT-65118321-9,
donatarias_21440,1243,FUNDACION GRAN ARBOL,FUNDACION GRAN ARBOL,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1243,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65258232-K,ENT-RUT-65258232-K,
donatarias_21440,1242,FUNDACION ENKI ANU,FUNDACION ENKI ANU,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1242,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65262694-7,ENT-RUT-65262694-7,
donatarias_21440,1241,FUNDACION EL PODER DEL DEPORTE,FUNDACION EL PODER DEL DEPORTE,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1241,RUT_DIRECT,STRONG_LEGAL_REGISTRY,,,"ReadTimeout: HTTPSConnectionPool(host='donacionesley21440.gob.cl', port=443): Read timed out. (read timeout=3)"
donatarias_21440,1240,FUNDACION DIOS ES MI AYUDA,FUNDACION DIOS ES MI AYUDA,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1240,RUT_DIRECT,STRONG_LEGAL_REGISTRY,,,"ReadTimeout: HTTPSConnectionPool(host='donacionesley21440.gob.cl', port=443): Read timed out. (read timeout=3)"
donatarias_21440,1239,FUNDACIÓN CERRO POQUI,FUNDACION CERRO POQUI,Inscrita,https://donacionesley21440.gob.cl/registro-publico?n=1239,RUT_DIRECT,STRONG_LEGAL_REGISTRY,65141894-1,ENT-RUT-65141894-1,
